MZtwin1var,MZcovar,MZtwin2var,DZtwin1var,DZcovar,DZtwin2var,NUM_PAIRS_MZ,NUM_PAIRS_DZ,T1_VAR,T2_VAR
0.0344716082251082,0.0219231212121212,0.0286381174242424,0.0226391603846154,0.00758824653846154,0.0222800111538462,22,26,X1SFthickness,X2SFthickness
